id,log_price
0,5.17381671413111
1,5.135293216515461
2,3.6887421110756673
3,4.940842850575754
4,4.634498789779555
5,5.15629788183444
6,5.869780995125531
7,4.050050547810081
8,4.854840066464815
9,5.154906362311491
10,4.934523404678747
11,5.1771109713794266
12,4.332056613012428
13,4.203143207510139
14,6.151594512776385
15,5.079570727294636
16,4.302492248208161
17,4.95683627489101
18,4.78284136892981
19,4.4623964499352065
20,5.255231640979586
21,5.248500388280256
22,4.674504047800087
23,4.552019043661748
24,5.1257555037929725
25,4.3679970542934905
26,4.51664882380134
27,5.166862049129081
28,5.219824820006955
29,4.410135736575327
30,4.720408943367603
31,4.157160745920374
32,4.179602630331496
33,5.615618845360199
34,4.824114689446383
35,4.520490238237431
36,4.79195024197863
37,4.491035129551293
38,5.421730360773498
39,4.745688375765632
40,5.1904692888641675
41,4.465367611044904
42,4.28323842010966
43,4.346356000976439
44,5.441655848678747
45,5.042212108089664
46,5.99226305937129
47,4.606786168236136
48,4.7271396374496755
49,3.972646676170582
50,4.705331360152338
51,4.520757909220264
52,4.777085024947326
53,6.048764331917285
54,4.8407220819152394
55,3.6161951203437614
56,4.196980794399622
57,3.82346551130425
58,3.8246051724628707
59,5.170264149065851
60,4.504079551017907
61,4.7974984187368435
62,4.121434542075095
63,5.165166714343976
64,4.4803412885289156
65,4.470044721456286
66,5.727847156930872
67,4.004179979576277
68,6.293590038621109
69,5.220226676230032
70,5.038047862105345
71,4.568986875721118
72,5.452318137689364
73,5.059298750000071
74,4.358811550673514
75,4.920899779487407
76,5.365640847325336
77,5.446366977160729
78,4.624107063572456
79,4.33095139773366
80,4.622316839538143
81,5.113372018147829
82,4.49559083352293
83,3.9000626493053074
84,4.647375409234049
85,4.003793781230645
86,4.698778300765716
87,5.607333383739982
88,5.63946309939517
89,4.9125935770820295
90,4.071195198461796
91,5.127320337017618
92,5.343416326891378
93,4.367684120355222
94,5.016847432201745
95,4.952140221808694
96,4.765745096573399
97,4.830564806944943
98,4.847806313136541
99,5.2113513499888215
100,4.196830977119374
101,4.579411546829428
102,5.425359861472111
103,5.371320192819908
104,4.080207585174591
105,3.896976817761202
106,4.3597422766657985
107,5.452144438678664
108,5.379719980146853
109,4.370016594249415
110,5.258620183571468
111,4.184568128564898
112,4.641458342466497
113,5.303381419169356
114,5.091326584060863
115,5.8641606200982075
116,4.396187096145268
117,3.9178647937140583
118,5.225062587047206
119,4.377588340054666
120,4.7158599997240795
121,3.8767252148845075
122,4.541851991952041
123,4.521307210476726
124,4.853830032565439
125,4.093526947892421
126,4.3286686979579905
127,4.914770345554136
128,4.1323802983341045
129,6.081405282802913
130,4.595700688854769
131,5.310370157474385
132,4.362692250361522
133,5.247510287616417
134,4.854742968829144
135,5.016663657698822
136,3.897326900342631
137,4.776160671993745
138,5.633829045714944
139,4.842990811853174
140,5.501135705917172
141,4.898445813914493
142,5.022734143025229
143,4.032751333045958
144,5.057951828842594
145,4.920899779487407
146,6.298860203245361
147,5.198460622423925
148,4.3679970542934905
149,5.793763737387048
150,5.245568249540521
151,4.178946873750645
152,4.289476644055877
153,4.740139762848591
154,4.608734870304572
155,4.753155784716149
156,4.769780378448014
157,4.157160745920374
158,4.7267697893966645
159,5.644190002721318
160,5.685389289718126
161,4.023647256893456
162,5.078802831573074
163,4.996671641210569
164,4.525109485855569
165,5.061158892042984
166,4.879348772229858
167,4.252942532017429
168,3.95596907081464
169,5.6063287678053815
170,4.854840066464815
171,5.01439830344085
172,5.1044899160796025
173,5.551840511594609
174,5.476947209038701
175,5.331053622281779
176,5.3072779493528435
177,4.881751773178635
178,4.557305309868297
179,4.093526947892421
180,4.1676185305928755
181,4.094092534643126
182,4.597872949739796
183,4.224141946482546
184,5.780262367245536
185,4.88756363916003
186,4.1483346808441
187,4.647627740325194
188,4.73668279618587
189,4.330358458451067
190,4.150801935939896
191,4.684792082136321
192,4.645440371873268
193,4.772920948056745
194,3.800400878696813
195,5.1605702827563915
196,3.9544331912793096
197,6.066538891307079
198,4.72460480992894
199,4.949829684243548
200,4.536917965585776
201,5.020161520583273
202,5.175641124557578
203,5.211642204931853
204,4.210769875230419
205,4.312156420116544
206,4.653011296848291
207,4.904618195870795
208,5.283181431416487
209,4.709744353359167
210,4.343577029896867
211,5.732544150620318
212,6.571139560527287
213,4.909075044135105
214,4.66716363485416
215,4.451837093642453
216,6.119746170069831
217,4.704210816381799
218,4.7277261275346305
219,3.9828400886368436
220,4.191896045062514
221,4.3679970542934905
222,5.038270372990683
223,4.633443802188689
224,5.23919802760853
225,5.6541113228732796
226,4.018179725448629
227,5.459509546513692
228,4.156620512556174
229,4.3597422766657985
230,4.114403580102661
231,4.9208178886647485
232,4.388431737049794
233,4.0165139920615935
234,4.355858713851031
235,4.908551077570056
236,5.096751374496005
237,5.917813400000208
238,4.02335000183334
239,4.937996452640763
240,4.831447531761948
241,4.498089784853839
242,5.762715098045313
243,4.2754291956968515
244,5.071041433329765
245,4.172252670835848
246,4.069343679421764
247,4.632288572890706
248,4.746990541473248
249,4.720408943367603
250,4.5552874997059885
251,4.06303697129429
252,4.057231519262397
253,5.0872980473214255
254,4.59492173204549
255,4.093526947892421
256,4.2670047199252155
257,4.920899779487407
258,3.9751762228989467
259,4.2389831681932755
260,4.101891251942747
261,4.524097847673991
262,4.150801935939896
263,4.168539222371139
264,5.632743554613614
265,5.131364047723311
266,4.520757909220264
267,4.583139178515649
268,5.816171111498038
269,4.335549939679879
270,4.9864753271937605
271,4.705676597197032
272,4.157160745920374
273,4.043824011328898
274,5.888982201752083
275,4.996963046513631
276,4.523525565965381
277,4.547399773943926
278,5.281117017401234
279,5.522658914981412
280,4.123528803887167
281,5.51002484031221
282,3.6924391712037004
283,4.043953258247345
284,5.179208740025452
285,4.091838790844243
286,5.962973689130299
287,4.324640025466674
288,5.099388240700933
289,5.780253089967879
290,5.163738397518047
291,4.490587122058232
292,4.800748791705268
293,5.150975869300982
294,5.010222940542566
295,4.094756663751784
296,4.4805985757914675
297,5.364946888374846
298,5.059298750000071
299,4.750430897190906
300,4.205038991921452
301,4.635729969082587
302,5.420396459608365
303,5.715618366367984
304,4.960274096350755
305,4.336607159957083
306,4.183417052687854
307,4.536518482129928
308,4.776664258497732
309,5.99791510494399
310,4.719456768880442
311,4.205038991921452
312,5.251715908394865
313,3.6588699909541837
314,5.091326584060863
315,4.775661311061
316,4.445897028344388
317,5.43540597826792
318,4.8281109881026065
319,6.732175277736106
320,5.113862858675853
321,4.014315808366637
322,4.6714384221669984
323,4.536301630129084
324,4.527918009552518
325,5.244129299978983
326,5.3962435024629265
327,4.34886585089385
328,5.059298750000071
329,4.167285314802409
330,4.795573627227283
331,4.853830032565439
332,4.483392568485345
333,4.338811439702639
334,4.006365980945952
335,4.591051701933883
336,4.10662675009401
337,4.3511853592904
338,6.36136525314707
339,4.289476644055877
340,4.230587721139403
341,5.255231640979586
342,4.710337716453634
343,4.671824238060184
344,5.302947358888141
345,5.870324136584813
346,5.676604429133066
347,4.424351268010692
348,4.543571430956272
349,4.732159536779122
350,3.9564389446237103
351,4.107961964414021
352,4.7271396374496755
353,4.91346110204787
354,4.149465366838237
355,4.631586760454287
356,5.129215864986535
357,5.1456490894258735
358,4.344744520299507
359,5.425285272762282
360,5.451037543398992
361,5.686304816390599
362,4.378322045495683
363,4.792295742926056
364,4.479131458203955
365,5.076451434681326
366,4.312782340191193
367,3.4864631923105964
368,4.003793781230645
369,4.937451805477931
370,4.14318189964668
371,4.165889872997998
372,5.195234144771386
373,4.710526951700705
374,4.316655815233858
375,5.198460622423925
376,5.015705351904177
377,5.901861301871088
378,4.807758142951958
379,4.79195024197863
380,5.059298750000071
381,4.783916528657783
382,4.514945852952061
383,4.367684120355222
384,4.701341303149836
385,5.010291621062474
386,5.059298750000071
387,6.602728172074878
388,5.494501740117996
389,4.837818642797934
390,4.778170597542296
391,5.768949543327681
392,5.158022118112099
393,5.949304599107144
394,4.890991961271494
395,4.771206127277702
396,4.902576322839439
397,4.63085370636641
398,4.290166138656436
399,4.3597422766657985
400,5.819422075323485
401,5.455014223271556
402,5.513335130039385
403,4.472829931900742
404,4.727560516520747
405,4.324640025466674
406,4.581235347031628
407,3.949251747910832
408,4.563768885536155
409,5.025316019982714
410,4.559924408492318
411,5.4355333154921395
412,4.854840066464815
413,4.3534466608237565
414,4.383942663136719
415,6.1617158133742755
416,4.7277261275346305
417,4.549566141483037
418,4.908813626921556
419,4.585942453974903
420,4.911967158264497
421,4.116672127388151
422,4.986647990748511
423,3.8670166817599396
424,4.920721266464783
425,4.845433620773968
426,5.044343450448376
427,6.189348511788594
428,4.998485351744976
429,5.615805950008996
430,4.263154026639377
431,4.781798182705853
432,4.854840066464815
433,5.012198947666796
434,4.632288572890706
435,5.754563503878547
436,4.1292395806596085
437,5.028600162568548
438,4.8048626236761205
439,4.404957828668162
440,5.044501308148588
441,5.403005785615736
442,5.111995881291697
443,4.014634408998805
444,5.1048627947012415
445,4.094756663751784
446,4.591363321681444
447,3.779192106607839
448,3.8090461341889963
449,5.958630733382066
450,7.063770264946415
451,4.896395763766041
452,4.540444021872422
453,4.51664882380134
454,4.924675093612211
455,4.740311127551597
456,4.568805011859193
457,5.101042261817548
458,4.721310468435802
459,4.942517475454187
460,4.0827512418996275
461,5.34756080858711
462,4.645440371873268
463,4.33988914872277
464,4.94374977590152
465,4.125218262090223
466,4.32196883228461
467,5.353449421286735
468,5.560999716372275
469,4.750430897190906
470,4.641458342466497
471,5.738210588957887
472,5.622035383128338
473,4.3679970542934905
474,5.646544061411347
475,5.143389956016072
476,5.396479990175787
477,5.352027976908818
478,5.263740144293338
479,4.864155372588121
480,4.072432179265536
481,4.057305476619161
482,4.985935434039901
483,4.1284675886585385
484,3.8521627296894865
485,4.191559193047458
486,4.8859983362138015
487,4.922351593903649
488,4.606301764882022
489,4.125218262090223
490,6.039752030578484
491,4.756181486614512
492,5.397543808783366
493,4.6615668725155555
494,5.157777898209356
495,4.025073469596061
496,4.42779668240149
497,4.631586760454287
498,4.837864221596243
499,4.021808562491312
500,6.252231116271269
501,5.708097431039459
502,5.18533117025648
503,5.654979460764172
504,4.644545825301054
505,4.5656820549310035
506,4.574895777082533
507,4.014315808366637
508,4.278788921748608
509,4.973169734865502
510,4.701094916822365
511,4.083852731481528
512,4.782398271667106
513,4.844455183363573
514,4.661174936518028
515,4.645440371873268
516,5.35160567647203
517,3.9719155181015764
518,5.374556698624229
519,5.269532285336906
520,3.8279200992209548
521,3.9013056952771503
522,4.108111044498527
523,5.5175420821384
524,5.52232227799415
525,4.125218262090223
526,4.156620512556174
527,4.5656820549310035
528,4.5145994172701025
529,4.328693662834427
530,4.760601167171413
531,4.036623563508096
532,6.086784953337888
533,4.22224255850403
534,5.255231640979586
535,5.858588074306945
536,3.909738192113822
537,3.8565310817807688
538,4.647375409234049
539,3.860290453047107
540,5.251715908394865
541,4.212137126264816
542,5.352073413241357
543,4.665537451120414
544,5.357856251999903
545,4.903402354153931
546,5.856758823355101
547,4.947359700720789
548,4.917016519224324
549,4.044496399651277
550,4.260817674526975
551,4.641458342466497
552,4.707487371705698
553,4.228234486574246
554,6.215484997805417
555,4.157160745920374
556,4.878395397116055
557,4.3679970542934905
558,5.240650092082539
559,6.136530900246547
560,4.247342457686824
561,4.623373141468486
562,4.930789052371914
563,5.609671725087366
564,5.369966567546651
565,5.341180854531039
566,5.059298750000071
567,4.68697224908732
568,4.886837991516492
569,5.441186454990808
570,4.418278345177868
571,4.014315808366637
572,4.912407346260451
573,4.268461852546353
574,4.106349349012589
575,4.245811147101075
576,4.32505772163885
577,3.8938999468523208
578,3.9033751714831033
579,4.053552521442656
580,5.251715908394865
581,5.109932745178373
582,4.203143207510139
583,6.701217541534287
584,4.103738401232127
585,5.445563035509929
586,4.07317232063804
587,4.8345798556508734
588,4.520037611572914
589,5.310381793798128
590,3.9751762228989467
591,4.2389831681932755
592,5.3697153084161995
593,5.720042614840299
594,5.342685031916631
595,4.574101790746714
596,4.756181486614512
597,4.205038991921452
598,5.198402756584201
599,4.931486033704939
600,5.143580570262284
601,5.13891141795457
602,4.8910705258339595
603,4.125218262090223
604,4.838144170885768
605,5.3455995836099905
606,4.637306755695698
607,4.710785805967575
608,4.782481242042593
609,5.057836804248897
610,5.944394334719365
611,4.498570212155972
612,4.698778300765716
613,4.34886585089385
614,5.094104486558335
615,3.9050593862481042
616,4.2389831681932755
617,4.488777179357836
618,3.1870747882290917
619,5.159952884420873
620,4.823391992957239
621,4.33095139773366
622,4.837595127643063
623,4.981992567919059
624,4.900049964187588
625,4.28100955059282
626,4.0827512418996275
627,4.52226182915835
628,4.865745574290885
629,4.33095139773366
630,6.432081542512119
631,5.076083650781083
632,4.33095139773366
633,3.5965239950067116
634,5.317442354055473
635,5.110197243528962
636,5.071007517424552
637,5.198402756584201
638,4.135140723411676
639,4.398095168825201
640,4.592682387210034
641,4.056396423528412
642,4.589648231228516
643,5.8066170737025535
644,4.518504079905989
645,4.734412426383414
646,4.33095139773366
647,4.4475041964706135
648,3.195418192678825
649,5.2751061452542425
650,4.07729963853849
651,4.605544642788329
652,4.719934828884901
653,5.403005785615736
654,5.1896277162988005
655,3.4101249440215975
656,5.808385708830752
657,4.5724783186331965
658,4.726006248269763
659,4.765745096573399
660,4.950415129676786
661,4.111446024028198
662,4.882920702789268
663,4.368770910493721
664,5.110197243528962
665,4.06450695935373
666,5.520982027934272
667,3.949251747910832
668,4.995808508882119
669,4.867675641776969
670,4.372690845391952
671,4.756181486614512
672,4.51664882380134
673,4.015992070944291
674,4.338282029328912
675,3.9564389446237103
676,4.003793781230645
677,4.957634551440683
678,4.1887691709471255
679,5.515089712703862
680,5.162846851267835
681,3.7898833755464167
682,5.168829656338638
683,5.851074968082065
684,5.078802831573074
685,5.258073185560041
686,4.33095139773366
687,3.9887748309364355
688,6.150627757355918
689,5.037265889831567
690,4.2389831681932755
691,4.941613461568757
692,6.1030493301045565
693,4.019936753751967
694,4.087530201494045
695,5.1207069613946
696,5.019881551681431
697,3.8867687185974606
698,6.18957953476534
699,4.262450196910159
700,4.807115503449643
701,4.9208202842800945
702,4.014315808366637
703,4.260574202528061
704,5.783744427522121
705,4.348777438282294
706,3.729972885240211
707,6.219323686133072
708,4.982551184958065
709,4.808192060276896
710,5.858452964041202
711,4.394672950045382
712,4.3056146246135585
713,3.99755749260892
714,5.071007517424552
715,4.6524197792015825
716,5.731204903153686
717,4.537700755482991
718,4.521911594053746
719,5.110197243528962
720,4.210793680054498
721,5.512161912660552
722,4.601546407010952
723,5.022453688755628
724,6.02050869788923
725,4.91541255173977
726,5.132220251233525
727,4.753591146992622
728,4.433111886692987
729,4.551796809729624
730,5.2157647620015615
731,5.230068559234417
732,5.261126360459555
733,4.365468766270516
734,5.204080444599388
735,4.552496772470692
736,5.140515136990379
737,5.487486200756921
738,3.669511258623091
739,4.555840725118306
740,5.86089430759658
741,4.021808562491312
742,3.745394118246831
743,4.768330601624168
744,4.262450196910159
745,4.635905795032017
746,3.9620422243748976
747,4.705540477628072
748,4.79170355980012
749,4.236285653004399
750,4.33095139773366
751,5.281117017401234
752,4.291836505188319
753,4.824114689446383
754,4.201251259075064
755,5.942590956024006
756,4.087530201494045
757,5.362252366676088
758,5.298098625839065
759,4.267895361972169
760,4.732159536779122
761,4.281753729901921
762,5.219824820006955
763,5.098666846839369
764,5.076451434681326
765,4.316655815233858
766,4.720408943367603
767,4.272188191966949
768,3.9739316389489083
769,4.520490238237431
770,3.966899411912951
771,4.633389684773099
772,5.727352033216738
773,4.821188877275016
774,5.233630118357171
775,4.798235200628703
776,3.921291779931354
777,5.101159929836738
778,5.8613533510355005
779,4.887100289335576
780,4.837818642797934
781,4.4393704856211045
782,4.241753994026509
783,4.127970880986238
784,4.476802307047307
785,4.157160745920374
786,4.920899779487407
787,4.956853011354606
788,5.0797198503486465
789,4.0818760084977095
790,4.317890137320307
791,4.526416395397531
792,4.579011500176101
793,5.158064424590775
794,5.110197243528962
795,4.13179075257546
796,5.807989120076344
797,4.379071585360527
798,4.3286686979579905
799,4.783748394432782
800,4.854840066464815
801,5.223215991903252
802,4.493099578956667
803,5.161984293605252
804,4.795761623487578
805,5.273379318832584
806,4.0827512418996275
807,5.307844613080882
808,6.25955369795547
809,4.247342457686824
810,6.078058225113072
811,5.757314749285876
812,4.720408943367603
813,5.744182590307724
814,5.583607854717826
815,4.524097847673991
816,4.8035557556491995
817,4.321796177237831
818,4.766761253948318
819,4.6040493147656365
820,6.252381433852699
821,6.161750235568961
822,5.1207069613946
823,5.59821317860365
824,4.773657630656815
825,5.142698931348067
826,4.257921017332451
827,4.865745574290885
828,4.376369630555486
829,5.247510287616417
830,4.5274376282098
831,4.382945585669412
832,5.156419165995689
833,5.249803081258241
