id,log_price
0,5.153658739169181
1,5.188994845602145
2,3.8608767534828297
3,4.972671464145096
4,4.696711132953239
5,5.168269424087197
6,5.840575465504299
7,4.0633519649418615
8,4.8507499854420395
9,5.141287560902647
10,4.932770329790646
11,5.175670155142494
12,4.30221057731897
13,4.213285245966461
14,6.150523035624212
15,5.106661568934736
16,4.310363419836837
17,4.984783444172618
18,4.782290911149888
19,4.436399892867331
20,5.2516619309381145
21,5.224155843227141
22,4.626727668815751
23,4.551787139929497
24,5.114155444262034
25,4.357048535013774
26,4.513851645991269
27,5.150298273868647
28,5.221226682666001
29,4.4031614453002845
30,4.710523323127993
31,4.16703276935993
32,4.194755644490312
33,5.636566731986114
34,4.827104007656941
35,4.4901876759154575
36,4.797338498115998
37,4.498722682597727
38,5.4007888388960925
39,4.730939727430703
40,5.20464430622621
41,4.469638895384006
42,4.258776925700237
43,4.364478606252181
44,5.458033410701445
45,5.045166120339421
46,6.1206419547534585
47,4.663192364138619
48,4.733070297398962
49,3.9723649341795397
50,4.709791321066866
51,4.525703088488146
52,4.784584916612455
53,5.995822599500517
54,4.843484800217782
55,3.673967796480682
56,4.197003602632419
57,3.8300514242678845
58,3.811054743463114
59,5.214269549898083
60,4.514491731018622
61,4.7981153031458454
62,4.115705711883628
63,5.139547239516878
64,4.656693230798599
65,4.414431695607463
66,5.6727303104550915
67,3.8899323045805443
68,6.236417352542068
69,5.189143295024678
70,5.063258352698852
71,4.565927819397295
72,5.411815545136185
73,5.057234162700364
74,4.359539306359283
75,4.907628702625549
76,5.404533729594081
77,5.429375188840999
78,4.626629113008259
79,4.336629163500126
80,4.606854794662544
81,5.238230043936006
82,4.500924405585878
83,3.8218015684372357
84,4.646688396607582
85,3.9933751033669216
86,4.703258247952609
87,5.600714633976407
88,5.656162016951187
89,4.915722994365268
90,4.086527019270262
91,5.1060690685803864
92,5.3500578356979265
93,4.3646067035297165
94,5.028245530673317
95,4.9830322028958545
96,4.774952566925858
97,4.839826942552678
98,4.857914933621676
99,5.204127304656795
100,4.1873126282247295
101,4.585017971846246
102,5.389302975275704
103,5.369190750871266
104,4.092960706872991
105,3.8851975957361846
106,4.36132880290969
107,5.465143748896397
108,5.374841741786702
109,4.341878208270529
110,5.222077320715563
111,4.157398480724942
112,4.63883631619915
113,5.3083512609710795
114,5.101253166076568
115,5.8415961434654715
116,4.4315437010204
117,3.923888830483808
118,5.160585654943351
119,4.356011782111084
120,4.727040456241017
121,3.862112901419285
122,4.470124658736799
123,4.508746845752031
124,4.85737848590424
125,4.0970536860926225
126,4.335304115914501
127,4.906017470173296
128,4.1541261060660775
129,6.007010962764159
130,4.468332129578044
131,5.277863391571979
132,4.384088588146634
133,5.247443622155834
134,4.861010903590734
135,5.035133560463536
136,3.9343226058367318
137,4.783039310528221
138,5.575478583459392
139,4.819271341297575
140,5.490774420347705
141,4.896339142416111
142,5.018648083058348
143,4.051885593631907
144,5.05823650031735
145,4.907628702625549
146,6.332915215163335
147,5.207045350792647
148,4.357048535013774
149,5.800146983631484
150,5.10703496478168
151,4.189351703301217
152,4.282132296854881
153,4.7298973632259065
154,4.605858581392858
155,4.776016319134853
156,4.7809711423520564
157,4.16703276935993
158,4.713144283288988
159,5.637603027150307
160,5.666671845624719
161,4.064160906723863
162,5.057293049822762
163,5.039520552982136
164,4.546054450535458
165,5.112893036445135
166,4.8960525541494855
167,4.24035366195548
168,3.9405176817631777
169,5.636782417615227
170,4.8507499854420395
171,5.051974011001332
172,5.101923571475487
173,5.570716554348612
174,5.48671313352204
175,5.326711005159052
176,5.293718622943086
177,4.884643273586501
178,4.557546245265011
179,4.0970536860926225
180,4.140878766606235
181,4.102045410870036
182,4.591678457157768
183,4.180930642197865
184,5.729405636979573
185,4.892670321214422
186,4.176869923248282
187,4.767639980649855
188,4.812045106500027
189,4.280689371711103
190,4.148917536138685
191,4.747471052454597
192,4.636407626491561
193,4.7873207525831125
194,3.779343513764873
195,5.163644693425658
196,3.9646432374100966
197,6.019586651627135
198,4.751879711037509
199,4.969260282915238
200,4.535152719582657
201,5.013298389827635
202,5.178724245278905
203,5.216427553786536
204,4.201088851026928
205,4.29802333355576
206,4.645995452014202
207,4.849497476056339
208,5.217924227876363
209,4.719586949595533
210,4.3280066376112245
211,5.720182985688132
212,6.787929568880087
213,4.919383203663636
214,4.659037572630174
215,4.519847553158953
216,6.264111481631752
217,4.788192500117387
218,4.722630911022914
219,3.983174932952604
220,4.171211176706846
221,4.357048535013774
222,5.048378480912047
223,4.622802906740567
224,5.290676935967814
225,5.67851787704287
226,3.97669345489214
227,5.41188279609524
228,4.143588989100677
229,4.36132880290969
230,4.126756062224183
231,4.9438984790883875
232,4.394872624198923
233,3.9765646750964927
234,4.3666323443175825
235,4.970417111963129
236,5.104941249027627
237,5.8994328614641915
238,4.057989794101374
239,4.930817883434399
240,4.824608609843356
241,4.513556078977421
242,5.7553498942752155
243,4.28209592375787
244,5.044608139891405
245,4.1818849558819515
246,4.072225328456841
247,4.631410828370503
248,4.752598084302917
249,4.710523323127993
250,4.565710354683974
251,4.102593418309744
252,4.05961547175791
253,5.084649493730853
254,4.559756246274904
255,4.0970536860926225
256,4.254685112924456
257,4.907628702625549
258,3.964780807874918
259,4.238358301920606
260,4.144060021118747
261,4.513061928976721
262,4.148917536138685
263,4.150281808540879
264,5.62688427196435
265,5.1496427561159255
266,4.525703088488146
267,4.6580216707764155
268,5.763848292599003
269,4.370597608000801
270,5.001523070645824
271,4.682383143643224
272,4.16703276935993
273,4.071018939736172
274,5.856817873267706
275,5.0853816769498685
276,4.522611655650088
277,4.53071756177035
278,5.286143648331553
279,5.48337875849709
280,4.1322258053670815
281,5.5486376360144725
282,3.7446239968739348
283,4.023289276999354
284,5.176840368013411
285,4.072076739842
286,5.8975118842329195
287,4.31865344292773
288,5.134090290430762
289,5.7851681977387726
290,5.170379443819761
291,4.483330417910686
292,4.807931030487257
293,5.19178727151061
294,5.01109311918008
295,4.0992705039524315
296,4.474145949763322
297,5.365540600095701
298,5.057234162700364
299,4.732775219644572
300,4.213441605616931
301,4.625431304930519
302,5.469632097531181
303,5.729577882179664
304,4.970465192896758
305,4.337937839957699
306,4.17805946244209
307,4.537740849419664
308,4.805733971957815
309,6.135459953907289
310,4.70332433326459
311,4.213441605616931
312,5.247376880408164
313,3.8742124062698458
314,5.101253166076568
315,4.78817853734087
316,4.435584449348446
317,5.430899262092482
318,4.829219731611533
319,6.731932967870917
320,5.12489862425269
321,4.02500046336121
322,4.67271649022076
323,4.496767142655273
324,4.508138908383868
325,5.192780516509491
326,5.4890967250289515
327,4.331294580370007
328,5.057234162700364
329,4.172484892982073
330,4.863591523825219
331,4.85737848590424
332,4.458438308334965
333,4.320484465950289
